subdir,store,n_problems,problems
derived/north_atlantic_audit,diagnostics_na_2014-03.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-04.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-05.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-06.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-07.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-08.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-09.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-10.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-11.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2014-12.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-01.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-02.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-03.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-04.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-05.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-06.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-07.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-08.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-09.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-10.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-11.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2015-12.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-01.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-02.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-03.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-04.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-05.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-06.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-07.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-08.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-09.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-10.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-11.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2016-12.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-01.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-02.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-03.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-04.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-05.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-06.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-07.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-08.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-09.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-10.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-11.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2017-12.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-01.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-02.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-03.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-04.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-05.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-06.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-07.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-08.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-09.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-10.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-11.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2018-12.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-01.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-02.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-03.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-04.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-05.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-06.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-07.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-08.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-09.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-10.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-11.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2019-12.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-01.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-02.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-03.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-04.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-05.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-06.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-07.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-08.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-09.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-10.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-11.zarr,0,
derived/north_atlantic_audit,diagnostics_na_2020-12.zarr,0,
derived/global_audit,diagnostics_glob_2000-01.zarr,0,
derived/global_audit,diagnostics_glob_2000-02.zarr,0,
derived/global_audit,diagnostics_glob_2000-03.zarr,0,
derived/global_audit,diagnostics_glob_2000-04.zarr,0,
derived/global_audit,diagnostics_glob_2000-05.zarr,0,
derived/global_audit,diagnostics_glob_2000-06.zarr,0,
derived/global_audit,diagnostics_glob_2000-07.zarr,0,
derived/global_audit,diagnostics_glob_2000-08.zarr,0,
derived/global_audit,diagnostics_glob_2000-09.zarr,0,
derived/global_audit,diagnostics_glob_2000-10.zarr,0,
derived/global_audit,diagnostics_glob_2000-11.zarr,0,
derived/global_audit,diagnostics_glob_2000-12.zarr,0,
